grid_lat,grid_lon,hour,day_of_week,crash_count,avg_severity,total_injured,total_killed
10181,-18500,3,2,2,0.0,0.0,0.0
10181,-18500,3,4,5,0.2,1.0,0.0
10181,-18500,3,5,3,0.3333333333333333,1.0,0.0
10181,-18500,3,6,1,2.0,2.0,0.0
10181,-18500,4,1,2,0.0,0.0,0.0
10181,-18500,4,2,1,0.0,0.0,0.0
10181,-18500,4,3,1,0.0,0.0,0.0
10181,-18500,4,4,2,0.0,0.0,0.0
10181,-18500,4,5,4,0.0,0.0,0.0
10181,-18500,5,1,1,0.0,0.0,0.0
10181,-18500,5,2,1,0.0,0.0,0.0
10181,-18500,5,3,1,0.0,0.0,0.0
10181,-18500,5,4,1,0.0,0.0,0.0
10181,-18500,5,5,1,0.0,0.0,0.0
10181,-18500,5,6,1,0.0,0.0,0.0
10181,-18500,6,0,4,0.5,2.0,0.0
10181,-18500,6,1,2,0.0,0.0,0.0
10181,-18500,6,2,2,0.5,1.0,0.0
10181,-18500,6,3,2,0.0,0.0,0.0
10181,-18500,6,4,4,0.25,1.0,0.0
10181,-18500,6,5,3,0.0,0.0,0.0
10181,-18500,6,6,1,0.0,0.0,0.0
10181,-18500,7,0,4,0.0,0.0,0.0
10181,-18500,7,1,3,0.3333333333333333,1.0,0.0
10181,-18500,7,3,2,0.0,0.0,0.0
10181,-18500,7,4,2,0.0,0.0,0.0
10181,-18500,7,5,1,0.0,0.0,0.0
10181,-18500,8,0,5,0.2,1.0,0.0
10181,-18500,8,1,7,0.14285714285714285,1.0,0.0
10181,-18500,8,2,5,0.0,0.0,0.0
10181,-18500,8,3,4,0.25,1.0,0.0
10181,-18500,8,4,3,0.0,0.0,0.0
10181,-18500,8,5,4,0.25,1.0,0.0
10181,-18500,8,6,1,0.0,0.0,0.0
10181,-18500,9,0,6,0.16666666666666666,1.0,0.0
10181,-18500,9,1,11,0.45454545454545453,5.0,0.0
10181,-18500,9,2,7,0.14285714285714285,1.0,0.0
10181,-18500,9,3,6,0.0,0.0,0.0
10181,-18500,9,4,10,0.2,2.0,0.0
10181,-18500,9,5,1,0.0,0.0,0.0
10181,-18500,9,6,2,0.0,0.0,0.0
10181,-18500,10,0,8,0.25,2.0,0.0
10181,-18500,10,1,18,0.1111111111111111,2.0,0.0
10181,-18500,10,2,9,0.5555555555555556,5.0,0.0
10181,-18500,10,3,5,0.2,1.0,0.0
10181,-18500,10,4,9,0.2222222222222222,2.0,0.0
10181,-18500,10,5,4,0.0,0.0,0.0
10181,-18500,10,6,6,0.16666666666666666,1.0,0.0
10181,-18500,11,0,5,0.2,1.0,0.0
10181,-18500,11,1,13,0.3076923076923077,4.0,0.0
10181,-18500,11,2,7,0.5714285714285714,4.0,0.0
10181,-18500,11,3,15,0.06666666666666667,1.0,0.0
10181,-18500,11,4,8,0.375,3.0,0.0
10181,-18500,11,5,5,0.2,1.0,0.0
10181,-18500,11,6,3,0.3333333333333333,1.0,0.0
10181,-18500,12,0,8,0.25,2.0,0.0
10181,-18500,12,1,10,0.5,5.0,0.0
10181,-18500,12,2,3,0.0,0.0,0.0
10181,-18500,12,3,10,0.1,1.0,0.0
10181,-18500,12,4,10,0.1,1.0,0.0
10181,-18500,12,5,7,0.0,0.0,0.0
10181,-18500,12,6,4,0.0,0.0,0.0
10181,-18500,13,0,5,0.0,0.0,0.0
10181,-18500,13,1,7,0.0,0.0,0.0
10181,-18500,13,2,6,0.3333333333333333,2.0,0.0
10181,-18500,13,3,7,0.0,0.0,0.0
10181,-18500,13,4,9,0.1111111111111111,1.0,0.0
10181,-18500,13,5,9,0.2222222222222222,2.0,0.0
10181,-18500,13,6,11,0.36363636363636365,4.0,0.0
10181,-18500,14,0,8,0.25,2.0,0.0
10181,-18500,14,1,8,0.5,4.0,0.0
10181,-18500,14,2,5,0.0,0.0,0.0
10181,-18500,14,3,15,0.3333333333333333,5.0,0.0
10181,-18500,14,4,7,0.0,0.0,0.0
10181,-18500,14,5,8,0.125,1.0,0.0
10181,-18500,14,6,10,0.1,1.0,0.0
10181,-18500,15,0,5,0.4,2.0,0.0
10181,-18500,15,1,5,0.2,1.0,0.0
10181,-18500,15,2,11,0.5454545454545454,6.0,0.0
10181,-18500,15,3,6,0.3333333333333333,2.0,0.0
10181,-18500,15,4,9,0.2222222222222222,2.0,0.0
10181,-18500,15,5,17,0.17647058823529413,3.0,0.0
10181,-18500,15,6,8,0.25,2.0,0.0
10181,-18500,16,0,9,0.1111111111111111,1.0,0.0
10181,-18500,16,1,3,0.3333333333333333,1.0,0.0
10181,-18500,16,2,5,0.2,1.0,0.0
10181,-18500,16,3,8,0.125,1.0,0.0
10181,-18500,16,4,13,0.46153846153846156,6.0,0.0
10181,-18500,16,5,15,0.4,6.0,0.0
10181,-18500,16,6,7,0.14285714285714285,1.0,0.0
10181,-18500,17,0,12,0.5833333333333334,7.0,0.0
10181,-18500,17,1,3,0.3333333333333333,1.0,0.0
10181,-18500,17,2,7,0.2857142857142857,2.0,0.0
10181,-18500,17,3,10,0.2,2.0,0.0
10181,-18500,17,4,11,0.18181818181818182,2.0,0.0
10181,-18500,17,5,11,0.2727272727272727,3.0,0.0
10181,-18500,17,6,9,0.3333333333333333,3.0,0.0
10181,-18500,18,0,8,0.375,3.0,0.0
10181,-18500,18,1,4,0.5,2.0,0.0
10181,-18500,18,2,11,0.45454545454545453,5.0,0.0
10181,-18500,18,3,4,0.25,1.0,0.0
10181,-18500,18,4,3,0.0,0.0,0.0
10181,-18500,18,5,7,0.42857142857142855,3.0,0.0
10181,-18500,18,6,5,0.6,3.0,0.0
10181,-18500,19,0,7,0.42857142857142855,3.0,0.0
10181,-18500,19,1,8,0.25,2.0,0.0
10181,-18500,19,2,1,0.0,0.0,0.0
10181,-18500,19,3,7,0.2857142857142857,2.0,0.0
10181,-18500,19,4,3,0.3333333333333333,1.0,0.0
10181,-18500,19,5,9,0.5555555555555556,5.0,0.0
10181,-18500,19,6,5,0.0,0.0,0.0
10181,-18500,20,0,9,0.4444444444444444,4.0,0.0
10181,-18500,20,1,9,0.7777777777777778,7.0,0.0
10181,-18500,20,2,2,0.0,0.0,0.0
10181,-18500,20,3,7,0.5714285714285714,4.0,0.0
10181,-18500,20,4,5,0.4,2.0,0.0
10181,-18500,20,5,7,0.7142857142857143,5.0,0.0
10181,-18500,20,6,5,0.0,0.0,0.0
10181,-18500,21,0,2,0.5,1.0,0.0
10181,-18500,21,1,3,0.6666666666666666,2.0,0.0
10181,-18500,21,2,2,0.0,0.0,0.0
10181,-18500,21,3,1,0.0,0.0,0.0
10181,-18500,21,4,5,0.2,1.0,0.0
10181,-18500,21,5,8,0.25,2.0,0.0
10181,-18500,21,6,7,0.14285714285714285,1.0,0.0
10181,-18500,22,0,3,0.3333333333333333,1.0,0.0
10181,-18500,22,1,8,0.375,3.0,0.0
10181,-18500,22,2,6,0.16666666666666666,1.0,0.0
10181,-18500,22,3,4,0.0,0.0,0.0
10181,-18500,22,4,7,0.14285714285714285,1.0,0.0
10181,-18500,22,5,3,0.0,0.0,0.0
10181,-18500,22,6,2,0.0,0.0,0.0
10181,-18500,23,0,4,0.25,1.0,0.0
10181,-18500,23,2,2,0.0,0.0,0.0
10181,-18500,23,3,3,0.6666666666666666,2.0,0.0
10181,-18500,23,4,2,0.0,0.0,0.0
10181,-18500,23,5,8,0.625,5.0,0.0
10181,-18499,0,0,3,0.0,0.0,0.0
10181,-18499,0,1,5,0.8,4.0,0.0
10181,-18499,0,2,6,0.0,0.0,0.0
10181,-18499,0,3,3,0.3333333333333333,1.0,0.0
10181,-18499,0,4,11,0.36363636363636365,4.0,0.0
10181,-18499,0,5,8,0.5,4.0,0.0
10181,-18499,0,6,12,0.25,3.0,0.0
10181,-18499,1,0,5,0.4,2.0,0.0
10181,-18499,1,1,1,0.0,0.0,0.0
10181,-18499,1,2,3,0.0,0.0,0.0
10181,-18499,1,3,3,0.3333333333333333,1.0,0.0
10181,-18499,1,4,10,0.4,4.0,0.0
10181,-18499,1,5,10,0.0,0.0,0.0
10181,-18499,1,6,8,0.75,6.0,0.0
10181,-18499,2,0,2,0.0,0.0,0.0
10181,-18499,2,1,3,0.6666666666666666,2.0,0.0
10181,-18499,2,2,4,1.25,5.0,0.0
10181,-18499,2,3,1,0.0,0.0,0.0
10181,-18499,2,4,5,0.0,0.0,0.0
10181,-18499,2,5,1,1.0,1.0,0.0
10181,-18499,2,6,9,0.2222222222222222,2.0,0.0
10181,-18499,3,0,1,0.0,0.0,0.0
10181,-18499,3,1,2,0.5,1.0,0.0
10181,-18499,3,2,4,0.25,1.0,0.0
10181,-18499,3,3,2,2.0,4.0,0.0
10181,-18499,3,4,2,0.0,0.0,0.0
10181,-18499,3,5,5,0.2,1.0,0.0
10181,-18499,3,6,8,0.375,3.0,0.0
10181,-18499,4,1,3,0.0,0.0,0.0
10181,-18499,4,2,1,0.0,0.0,0.0
10181,-18499,4,3,1,0.0,0.0,0.0
10181,-18499,4,4,7,0.2857142857142857,2.0,0.0
10181,-18499,4,5,7,0.8571428571428571,6.0,0.0
10181,-18499,4,6,9,0.1111111111111111,1.0,0.0
10181,-18499,5,0,2,0.0,0.0,0.0
10181,-18499,5,2,1,1.0,1.0,0.0
10181,-18499,5,3,2,0.0,0.0,0.0
10181,-18499,5,5,4,0.0,0.0,0.0
10181,-18499,5,6,2,0.0,0.0,0.0
10181,-18499,6,0,4,0.5,2.0,0.0
10181,-18499,6,1,4,0.0,0.0,0.0
10181,-18499,6,2,2,0.0,0.0,0.0
10181,-18499,6,3,1,0.0,0.0,0.0
10181,-18499,6,4,2,0.5,1.0,0.0
10181,-18499,6,5,3,0.0,0.0,0.0
10181,-18499,6,6,2,0.0,0.0,0.0
10181,-18499,7,0,5,0.2,1.0,0.0
10181,-18499,7,1,2,0.5,1.0,0.0
10181,-18499,7,2,4,0.75,3.0,0.0
10181,-18499,7,4,2,0.0,0.0,0.0
10181,-18499,7,5,1,0.0,0.0,0.0
10181,-18499,7,6,2,0.5,1.0,0.0
10181,-18499,8,0,9,0.1111111111111111,1.0,0.0
10181,-18499,8,1,5,1.2,6.0,0.0
10181,-18499,8,2,7,0.5714285714285714,4.0,0.0
10181,-18499,8,3,3,0.3333333333333333,1.0,0.0
10181,-18499,8,4,5,0.4,2.0,0.0
10181,-18499,8,5,6,0.0,0.0,0.0
10181,-18499,8,6,2,1.5,3.0,0.0
10181,-18499,9,0,7,0.5714285714285714,4.0,0.0
10181,-18499,9,1,6,0.6666666666666666,4.0,0.0
10181,-18499,9,2,10,0.2,2.0,0.0
10181,-18499,9,3,6,0.6666666666666666,4.0,0.0
10181,-18499,9,4,8,0.25,2.0,0.0
10181,-18499,9,5,4,0.5,2.0,0.0
10181,-18499,9,6,7,0.5714285714285714,4.0,0.0
10181,-18499,10,0,6,0.3333333333333333,2.0,0.0
10181,-18499,10,1,17,0.17647058823529413,3.0,0.0
10181,-18499,10,2,12,0.4166666666666667,5.0,0.0
10181,-18499,10,3,5,0.2,1.0,0.0
10181,-18499,10,4,9,0.5555555555555556,5.0,0.0
10181,-18499,10,5,4,0.0,0.0,0.0
10181,-18499,10,6,1,0.0,0.0,0.0
10181,-18499,11,0,7,0.2857142857142857,2.0,0.0
10181,-18499,11,1,14,0.2857142857142857,4.0,0.0
10181,-18499,11,2,17,0.35294117647058826,6.0,0.0
10181,-18499,11,3,18,0.2777777777777778,5.0,0.0
10181,-18499,11,4,14,0.35714285714285715,5.0,0.0
10181,-18499,11,5,8,0.125,1.0,0.0
10181,-18499,11,6,7,0.42857142857142855,3.0,0.0
10181,-18499,12,0,4,0.25,1.0,0.0
10181,-18499,12,1,21,0.23809523809523808,5.0,0.0
10181,-18499,12,2,9,0.3333333333333333,3.0,0.0
10181,-18499,12,3,9,0.3333333333333333,3.0,0.0
10181,-18499,12,4,13,0.23076923076923078,3.0,0.0
10181,-18499,12,5,16,0.3125,5.0,0.0
10181,-18499,12,6,4,0.25,1.0,0.0
10181,-18499,13,0,12,0.0,0.0,0.0
10181,-18499,13,1,8,0.125,1.0,0.0
10181,-18499,13,2,17,0.23529411764705882,4.0,0.0
10181,-18499,13,3,14,0.35714285714285715,5.0,0.0
10181,-18499,13,4,16,0.3125,5.0,0.0
10181,-18499,13,5,10,0.1,1.0,0.0
10181,-18499,13,6,10,0.1,1.0,0.0
10181,-18499,14,0,10,0.2,2.0,0.0
10181,-18499,14,1,12,0.4166666666666667,5.0,0.0
10181,-18499,14,2,20,0.45,9.0,0.0
10181,-18499,14,3,7,0.2857142857142857,2.0,0.0
10181,-18499,14,4,15,0.13333333333333333,2.0,0.0
10181,-18499,14,5,15,0.3333333333333333,5.0,0.0
10181,-18499,14,6,5,0.0,0.0,0.0
10181,-18499,15,0,6,0.0,0.0,0.0
10181,-18499,15,1,14,0.35714285714285715,5.0,0.0
10181,-18499,15,2,9,0.3333333333333333,3.0,0.0
10181,-18499,15,3,8,0.375,3.0,0.0
10181,-18499,15,4,15,0.2,3.0,0.0
10181,-18499,15,5,12,0.0,0.0,0.0
10181,-18499,15,6,8,0.5,4.0,0.0
10181,-18499,16,0,12,0.3333333333333333,4.0,0.0
10181,-18499,16,1,16,0.25,4.0,0.0
10181,-18499,16,2,10,0.1,1.0,0.0
10181,-18499,16,3,16,0.125,2.0,0.0
10181,-18499,16,4,15,0.5333333333333333,8.0,0.0
10181,-18499,16,5,15,0.06666666666666667,1.0,0.0
10181,-18499,16,6,9,0.1111111111111111,1.0,0.0
10181,-18499,17,0,10,0.3,3.0,0.0
10181,-18499,17,1,9,0.4444444444444444,4.0,0.0
10181,-18499,17,2,15,0.8666666666666667,8.0,1.0
10181,-18499,17,3,12,0.08333333333333333,1.0,0.0
10181,-18499,17,4,13,0.3076923076923077,4.0,0.0
10181,-18499,17,5,7,0.5714285714285714,4.0,0.0
10181,-18499,17,6,13,0.23076923076923078,3.0,0.0
10181,-18499,18,0,4,0.5,2.0,0.0
10181,-18499,18,1,10,0.2,2.0,0.0
10181,-18499,18,2,6,0.0,0.0,0.0
10181,-18499,18,3,13,0.3076923076923077,4.0,0.0
10181,-18499,18,4,16,0.3125,5.0,0.0
10181,-18499,18,5,11,0.09090909090909091,1.0,0.0
10181,-18499,18,6,11,0.36363636363636365,4.0,0.0
10181,-18499,19,0,7,0.2857142857142857,2.0,0.0
10181,-18499,19,1,9,0.2222222222222222,2.0,0.0
10181,-18499,19,2,8,0.0,0.0,0.0
10181,-18499,19,3,6,0.16666666666666666,1.0,0.0
10181,-18499,19,4,12,0.16666666666666666,2.0,0.0
10181,-18499,19,5,20,0.3,6.0,0.0
10181,-18499,19,6,14,0.35714285714285715,5.0,0.0
10181,-18499,20,0,8,0.125,1.0,0.0
10181,-18499,20,1,8,0.125,1.0,0.0
10181,-18499,20,2,8,0.5,4.0,0.0
10181,-18499,20,3,9,0.1111111111111111,1.0,0.0
10181,-18499,20,4,11,0.45454545454545453,5.0,0.0
10181,-18499,20,5,12,0.0,0.0,0.0
10181,-18499,20,6,12,0.3333333333333333,4.0,0.0
10181,-18499,21,0,8,0.25,2.0,0.0
10181,-18499,21,1,3,0.3333333333333333,1.0,0.0
10181,-18499,21,2,6,0.3333333333333333,2.0,0.0
10181,-18499,21,3,6,0.16666666666666666,1.0,0.0
10181,-18499,21,4,8,0.375,3.0,0.0
10181,-18499,21,5,7,0.0,0.0,0.0
10181,-18499,21,6,6,0.16666666666666666,1.0,0.0
10181,-18499,22,0,7,0.42857142857142855,3.0,0.0
10181,-18499,22,1,3,0.0,0.0,0.0
10181,-18499,22,2,11,0.6363636363636364,7.0,0.0
10181,-18499,22,3,4,0.5,2.0,0.0
10181,-18499,22,4,6,0.3333333333333333,2.0,0.0
10181,-18499,22,5,9,0.2222222222222222,2.0,0.0
10181,-18499,22,6,3,0.0,0.0,0.0
10181,-18499,23,0,4,0.5,2.0,0.0
10181,-18499,23,1,2,0.5,1.0,0.0
10181,-18499,23,2,2,0.0,0.0,0.0
10181,-18499,23,3,2,0.0,0.0,0.0
10181,-18499,23,4,8,0.25,2.0,0.0
10181,-18499,23,5,7,0.14285714285714285,1.0,0.0
10181,-18499,23,6,2,0.5,1.0,0.0
10181,-18498,0,0,12,0.25,3.0,0.0
10181,-18498,0,1,4,0.0,0.0,0.0
10181,-18498,0,2,12,0.08333333333333333,1.0,0.0
10181,-18498,0,3,16,0.3125,5.0,0.0
10181,-18498,0,4,11,0.2727272727272727,3.0,0.0
10181,-18498,0,5,30,0.16666666666666666,5.0,0.0
10181,-18498,0,6,18,0.3333333333333333,6.0,0.0
10181,-18498,1,0,3,0.0,0.0,0.0
10181,-18498,1,1,3,0.6666666666666666,2.0,0.0
10181,-18498,1,2,5,0.2,1.0,0.0
10181,-18498,1,3,8,0.125,1.0,0.0
10181,-18498,1,4,10,0.1,1.0,0.0
10181,-18498,1,5,17,0.23529411764705882,4.0,0.0
10181,-18498,1,6,26,0.3076923076923077,8.0,0.0
10181,-18498,2,0,8,0.75,6.0,0.0
10181,-18498,2,1,2,0.0,0.0,0.0
10181,-18498,2,2,3,0.3333333333333333,1.0,0.0
10181,-18498,2,3,3,0.6666666666666666,2.0,0.0
10181,-18498,2,4,4,0.25,1.0,0.0
10181,-18498,2,5,10,0.0,0.0,0.0
10181,-18498,2,6,13,0.15384615384615385,2.0,0.0
10181,-18498,3,0,3,0.0,0.0,0.0
10181,-18498,3,1,1,0.0,0.0,0.0
10181,-18498,3,2,3,0.0,0.0,0.0
10181,-18498,3,3,2,0.0,0.0,0.0
10181,-18498,3,4,10,0.3,3.0,0.0
10181,-18498,3,5,16,0.125,2.0,0.0
10181,-18498,3,6,14,0.42857142857142855,6.0,0.0
10181,-18498,4,0,4,0.5,2.0,0.0
10181,-18498,4,1,1,0.0,0.0,0.0
10181,-18498,4,2,3,1.3333333333333333,4.0,0.0
10181,-18498,4,3,4,0.75,3.0,0.0
10181,-18498,4,4,4,0.0,0.0,0.0
10181,-18498,4,5,8,0.125,1.0,0.0
10181,-18498,4,6,16,0.9375,15.0,0.0
10181,-18498,5,0,4,0.0,0.0,0.0
10181,-18498,5,1,2,0.5,1.0,0.0
10181,-18498,5,2,2,0.5,1.0,0.0
10181,-18498,5,3,2,0.0,0.0,0.0
10181,-18498,5,4,4,0.75,3.0,0.0
10181,-18498,5,5,9,0.7777777777777778,7.0,0.0
10181,-18498,5,6,6,1.1666666666666667,7.0,0.0
10181,-18498,6,0,3,0.3333333333333333,1.0,0.0
10181,-18498,6,1,3,0.3333333333333333,1.0,0.0
10181,-18498,6,2,1,0.0,0.0,0.0
10181,-18498,6,3,4,0.5,2.0,0.0
10181,-18498,6,4,3,0.6666666666666666,2.0,0.0
10181,-18498,6,5,5,0.2,1.0,0.0
10181,-18498,6,6,3,0.6666666666666666,2.0,0.0
10181,-18498,7,0,5,0.6,3.0,0.0
10181,-18498,7,1,2,0.5,1.0,0.0
10181,-18498,7,2,7,0.14285714285714285,1.0,0.0
10181,-18498,7,3,3,0.6666666666666666,2.0,0.0
10181,-18498,7,4,11,1.0,11.0,0.0
10181,-18498,7,5,2,4.0,3.0,1.0
10181,-18498,7,6,2,0.0,0.0,0.0
10181,-18498,8,0,17,0.11764705882352941,2.0,0.0
10181,-18498,8,1,8,0.125,1.0,0.0
10181,-18498,8,2,11,0.09090909090909091,1.0,0.0
10181,-18498,8,3,12,0.4166666666666667,5.0,0.0
10181,-18498,8,4,10,0.1,1.0,0.0
10181,-18498,8,5,5,0.0,0.0,0.0
10181,-18498,8,6,5,0.6,3.0,0.0
10181,-18498,9,0,11,0.18181818181818182,2.0,0.0
10181,-18498,9,1,16,0.5,8.0,0.0
10181,-18498,9,2,12,0.08333333333333333,1.0,0.0
10181,-18498,9,3,12,0.0,0.0,0.0
10181,-18498,9,4,10,0.0,0.0,0.0
10181,-18498,9,5,7,0.14285714285714285,1.0,0.0
10181,-18498,9,6,2,0.5,1.0,0.0
10181,-18498,10,0,22,0.45454545454545453,10.0,0.0
10181,-18498,10,1,16,0.0625,1.0,0.0
10181,-18498,10,2,16,0.125,2.0,0.0
10181,-18498,10,3,19,0.10526315789473684,2.0,0.0
10181,-18498,10,4,20,0.25,5.0,0.0
10181,-18498,10,5,14,0.07142857142857142,1.0,0.0
10181,-18498,10,6,7,0.2857142857142857,2.0,0.0
10181,-18498,11,0,10,0.2,2.0,0.0
10181,-18498,11,1,17,0.11764705882352941,2.0,0.0
10181,-18498,11,2,16,0.1875,3.0,0.0
10181,-18498,11,3,16,0.125,2.0,0.0
10181,-18498,11,4,13,0.0,0.0,0.0
10181,-18498,11,5,18,0.3333333333333333,6.0,0.0
10181,-18498,11,6,12,0.0,0.0,0.0
10181,-18498,12,0,16,0.125,2.0,0.0
10181,-18498,12,1,21,0.14285714285714285,3.0,0.0
10181,-18498,12,2,20,0.15,3.0,0.0
10181,-18498,12,3,14,0.21428571428571427,3.0,0.0
10181,-18498,12,4,24,0.20833333333333334,5.0,0.0
10181,-18498,12,5,17,0.0,0.0,0.0
10181,-18498,12,6,6,0.0,0.0,0.0
10181,-18498,13,0,11,0.18181818181818182,2.0,0.0
10181,-18498,13,1,15,0.26666666666666666,4.0,0.0
10181,-18498,13,2,18,0.2222222222222222,4.0,0.0
10181,-18498,13,3,26,0.3076923076923077,8.0,0.0
10181,-18498,13,4,20,0.5,10.0,0.0
10181,-18498,13,5,24,0.16666666666666666,4.0,0.0
10181,-18498,13,6,18,0.16666666666666666,3.0,0.0
10181,-18498,14,0,24,0.125,3.0,0.0
10181,-18498,14,1,19,0.2631578947368421,5.0,0.0
10181,-18498,14,2,19,0.15789473684210525,3.0,0.0
10181,-18498,14,3,15,0.06666666666666667,1.0,0.0
10181,-18498,14,4,22,0.09090909090909091,2.0,0.0
10181,-18498,14,5,24,0.08333333333333333,2.0,0.0
10181,-18498,14,6,17,0.29411764705882354,5.0,0.0
10181,-18498,15,0,9,0.4444444444444444,4.0,0.0
10181,-18498,15,1,8,0.25,2.0,0.0
10181,-18498,15,2,17,0.11764705882352941,2.0,0.0
10181,-18498,15,3,15,0.4666666666666667,7.0,0.0
10181,-18498,15,4,23,0.2608695652173913,6.0,0.0
10181,-18498,15,5,22,0.13636363636363635,3.0,0.0
10181,-18498,15,6,14,0.42857142857142855,6.0,0.0
10181,-18498,16,0,10,0.1,1.0,0.0
10181,-18498,16,1,20,0.15,3.0,0.0
10181,-18498,16,2,18,0.05555555555555555,1.0,0.0
10181,-18498,16,3,20,0.1,2.0,0.0
10181,-18498,16,4,27,0.18518518518518517,5.0,0.0
10181,-18498,16,5,33,0.24242424242424243,8.0,0.0
10181,-18498,16,6,17,0.11764705882352941,2.0,0.0
10181,-18498,17,0,10,0.2,2.0,0.0
10181,-18498,17,1,22,0.4090909090909091,9.0,0.0
10181,-18498,17,2,23,0.08695652173913043,2.0,0.0
10181,-18498,17,3,27,0.2222222222222222,6.0,0.0
10181,-18498,17,4,19,0.3684210526315789,7.0,0.0
10181,-18498,17,5,18,0.05555555555555555,1.0,0.0
10181,-18498,17,6,19,0.10526315789473684,2.0,0.0
10181,-18498,18,0,17,0.29411764705882354,5.0,0.0
10181,-18498,18,1,13,0.23076923076923078,3.0,0.0
10181,-18498,18,2,17,0.29411764705882354,5.0,0.0
10181,-18498,18,3,22,0.3181818181818182,7.0,0.0
10181,-18498,18,4,26,0.34615384615384615,9.0,0.0
10181,-18498,18,5,25,0.4,10.0,0.0
10181,-18498,18,6,16,0.125,2.0,0.0
10181,-18498,19,0,10,0.1,1.0,0.0
10181,-18498,19,1,19,0.21052631578947367,4.0,0.0
10181,-18498,19,2,15,0.26666666666666666,4.0,0.0
10181,-18498,19,3,13,0.15384615384615385,2.0,0.0
10181,-18498,19,4,22,0.0,0.0,0.0
10181,-18498,19,5,20,0.15,3.0,0.0
10181,-18498,19,6,12,0.16666666666666666,2.0,0.0
10181,-18498,20,0,9,0.3333333333333333,3.0,0.0
10181,-18498,20,1,20,0.55,11.0,0.0
10181,-18498,20,2,15,0.2,3.0,0.0
10181,-18498,20,3,25,0.2,5.0,0.0
10181,-18498,20,4,15,0.2,3.0,0.0
10181,-18498,20,5,22,0.13636363636363635,3.0,0.0
10181,-18498,20,6,14,0.07142857142857142,1.0,0.0
10181,-18498,21,0,14,0.21428571428571427,3.0,0.0
10181,-18498,21,1,4,0.25,1.0,0.0
10181,-18498,21,2,13,0.23076923076923078,3.0,0.0
10181,-18498,21,3,20,0.3,6.0,0.0
10181,-18498,21,4,23,0.08695652173913043,2.0,0.0
10181,-18498,21,5,24,0.125,3.0,0.0
10181,-18498,21,6,9,0.1111111111111111,1.0,0.0
10181,-18498,22,0,4,0.5,2.0,0.0
10181,-18498,22,1,11,0.2727272727272727,3.0,0.0
10181,-18498,22,2,14,0.2857142857142857,4.0,0.0
10181,-18498,22,3,19,0.21052631578947367,4.0,0.0
10181,-18498,22,4,17,0.23529411764705882,4.0,0.0
10181,-18498,22,5,14,0.21428571428571427,3.0,0.0
10181,-18498,22,6,11,0.2727272727272727,3.0,0.0
10181,-18498,23,0,8,0.5,4.0,0.0
10181,-18498,23,1,10,0.3,3.0,0.0
10181,-18498,23,2,10,0.6,6.0,0.0
10181,-18498,23,3,15,0.26666666666666666,4.0,0.0
10181,-18498,23,4,17,0.058823529411764705,1.0,0.0
10181,-18498,23,5,23,0.08695652173913043,2.0,0.0
10181,-18498,23,6,6,0.16666666666666666,1.0,0.0
10181,-18497,0,0,7,0.0,0.0,0.0
10181,-18497,0,1,11,0.18181818181818182,2.0,0.0
10181,-18497,0,2,1,3.0,3.0,0.0
10181,-18497,0,3,7,0.2857142857142857,2.0,0.0
10181,-18497,0,4,11,0.18181818181818182,2.0,0.0
10181,-18497,0,5,23,0.21739130434782608,5.0,0.0
10181,-18497,0,6,13,0.07692307692307693,1.0,0.0
10181,-18497,1,0,2,0.0,0.0,0.0
10181,-18497,1,1,1,0.0,0.0,0.0
10181,-18497,1,2,5,0.0,0.0,0.0
10181,-18497,1,3,2,0.0,0.0,0.0
10181,-18497,1,4,6,0.0,0.0,0.0
10181,-18497,1,5,18,0.2777777777777778,5.0,0.0
10181,-18497,1,6,17,0.11764705882352941,2.0,0.0
10181,-18497,2,0,6,0.3333333333333333,2.0,0.0
10181,-18497,2,1,2,0.5,1.0,0.0
10181,-18497,2,2,1,1.0,1.0,0.0
10181,-18497,2,3,4,0.75,3.0,0.0
10181,-18497,2,4,4,0.25,1.0,0.0
10181,-18497,2,5,7,0.14285714285714285,1.0,0.0
10181,-18497,2,6,15,0.06666666666666667,1.0,0.0
10181,-18497,3,0,2,0.0,0.0,0.0
10181,-18497,3,1,4,0.25,1.0,0.0
10181,-18497,3,2,2,0.0,0.0,0.0
10181,-18497,3,3,2,0.5,1.0,0.0
10181,-18497,3,4,3,0.0,0.0,0.0
10181,-18497,3,5,19,0.2631578947368421,5.0,0.0
10181,-18497,3,6,11,0.45454545454545453,5.0,0.0
10181,-18497,4,0,2,0.0,0.0,0.0
10181,-18497,4,1,1,0.0,0.0,0.0
10181,-18497,4,3,2,0.0,0.0,0.0
10181,-18497,4,4,5,0.6,3.0,0.0
10181,-18497,4,5,8,0.25,2.0,0.0
10181,-18497,4,6,10,0.3,3.0,0.0
10181,-18497,5,0,1,0.0,0.0,0.0
10181,-18497,5,2,2,0.0,0.0,0.0
10181,-18497,5,3,3,0.6666666666666666,2.0,0.0
10181,-18497,5,4,3,0.0,0.0,0.0
10181,-18497,5,5,7,0.0,0.0,0.0
10181,-18497,5,6,3,0.3333333333333333,1.0,0.0
10181,-18497,6,0,4,0.75,3.0,0.0
10181,-18497,6,1,4,0.0,0.0,0.0
10181,-18497,6,2,4,1.25,5.0,0.0
10181,-18497,6,3,1,0.0,0.0,0.0
10181,-18497,6,4,4,0.25,1.0,0.0
